question_id,session,tier,intent_expected,intent_actual,routing_pattern,agents_dispatched,routed_agent,orchestrator_used,ttfb_ms,first_progress_ms,total_ms,classification_latency_ms,used_llm_layer,execution_time_ms,intent_confidence,response_confidence,response_chars,session_id,request_id,error,answer_correct,suggestion_pills_relevant,notes
2.6,n2,T3,recommendation,,,orchestrator_tool,,True,6886.0,661.0,16019.6,,,,,,2133,79ff4e34-96bc-41dc-b390-4519a468ec78,perf-agui-2.6,,,,
2.7,n2,T2,kpi_query,,,kpi_calculate_tool,,False,6726.5,501.0,11920.4,,,,,,935,79ff4e34-96bc-41dc-b390-4519a468ec78,perf-agui-2.7,,,,
3.1,n3,T2,kpi_query,,,clinical_context_tool,,False,10299.4,498.6,16772.0,,,,,,1177,5893cc44-1236-4a8b-a04f-b6cbe6e28e95,perf-agui-3.1,,,,
3.2,n3,T2,kpi_query,,,kpi_calculate_tool,,False,5619.9,711.7,8842.0,,,,,,558,5893cc44-1236-4a8b-a04f-b6cbe6e28e95,perf-agui-3.2,,,,
3.3,n3,T3,prediction,,,predict_hcp_segment_likelihood_tool,,False,6817.6,463.9,12636.2,,,,,,1169,5893cc44-1236-4a8b-a04f-b6cbe6e28e95,perf-agui-3.3,,,,
3.4,n3,T4,recommendation,,,orchestrator_tool,,True,162701.8,515.4,171838.0,,,,,,2225,5893cc44-1236-4a8b-a04f-b6cbe6e28e95,perf-agui-3.4,,,,
3.5,n3,T5,recommendation,,,,,False,4180.3,508.7,9386.8,,,,,,1323,5893cc44-1236-4a8b-a04f-b6cbe6e28e95,perf-agui-3.5,,,,
3.6,n3,T3,recommendation,,,orchestrator_tool,,True,163085.2,494.3,171842.0,,,,,,2202,5893cc44-1236-4a8b-a04f-b6cbe6e28e95,perf-agui-3.6,,,,
4.1,n4,T3,search,,,,,False,7596.5,436.9,9696.8,,,,,,693,85ef9963-f803-4c57-95b0-e3a88fd7fab1,perf-agui-4.1,,,,
4.2,n4,T3,search,,,,,False,6737.4,518.8,10431.0,,,,,,920,85ef9963-f803-4c57-95b0-e3a88fd7fab1,perf-agui-4.2,,,,
4.3,n4,T4,multi_faceted,,,,,False,4067.4,759.0,6581.0,,,,,,496,85ef9963-f803-4c57-95b0-e3a88fd7fab1,perf-agui-4.3,,,,
4.4,n4,T3,causal_analysis,,,causal_analysis_tool,,False,22614.5,776.8,28187.9,,,,,,1477,85ef9963-f803-4c57-95b0-e3a88fd7fab1,perf-agui-4.4,,,,
4.5,n4,T2,kpi_query,,,kpi_calculate_tool,,False,10643.5,616.7,15456.2,,,,,,1296,85ef9963-f803-4c57-95b0-e3a88fd7fab1,perf-agui-4.5,,,,
4.6,n4,T2,kpi_query,,,kpi_calculate_tool,,False,6137.9,563.9,11073.1,,,,,,1189,85ef9963-f803-4c57-95b0-e3a88fd7fab1,perf-agui-4.6,,,,
4.7,n4,T3,causal_analysis,,,causal_analysis_tool,,False,9942.0,732.6,17670.0,,,,,,1952,85ef9963-f803-4c57-95b0-e3a88fd7fab1,perf-agui-4.7,,,,
5.1,n5,T2-T3,agent_status,,,orchestrator_tool,,True,11012.6,552.6,12941.3,,,,,,235,5e53a34a-9fc9-4bc6-9a37-28e299d3c387,perf-agui-5.1,,,,
5.2,n5,T2,agent_status,,,,,False,3501.0,580.0,6616.0,,,,,,778,5e53a34a-9fc9-4bc6-9a37-28e299d3c387,perf-agui-5.2,,,,
5.3,n5,T2,kpi_query,,,predict_hcp_segment_likelihood_tool,,False,8575.7,464.5,13300.7,,,,,,926,5e53a34a-9fc9-4bc6-9a37-28e299d3c387,perf-agui-5.3,,,,
5.4,n5,T3,kpi_query,,,e2i_data_query_tool,,False,5747.9,612.0,10869.6,,,,,,1042,5e53a34a-9fc9-4bc6-9a37-28e299d3c387,perf-agui-5.4,,,,
5.5,n5,T3,causal_analysis,,,,,False,4464.5,531.0,8095.4,,,,,,895,5e53a34a-9fc9-4bc6-9a37-28e299d3c387,perf-agui-5.5,,,,
5.6,n5,T2,general,,,document_retrieval_tool,,False,9707.1,543.3,17457.5,,,,,,1835,5e53a34a-9fc9-4bc6-9a37-28e299d3c387,perf-agui-5.6,,,,
5.7,n5,T3,causal_analysis,,,causal_analysis_tool,,False,10000.8,480.8,17643.9,,,,,,1571,5e53a34a-9fc9-4bc6-9a37-28e299d3c387,perf-agui-5.7,,,,
6.1,n6,T4,multi_faceted,,,kpi_calculate_tool,,False,10247.0,577.3,22869.9,,,,,,3195,66404715-c105-41b6-82a5-1f263ce22fd0,perf-agui-6.1,,,,
6.2,n6,T4,multi_faceted,,,kpi_calculate_tool,,False,28262.2,548.3,39323.2,,,,,,2824,66404715-c105-41b6-82a5-1f263ce22fd0,perf-agui-6.2,,,,
6.3,n6,T4,multi_faceted,,,,,False,2853.0,712.4,6132.9,,,,,,819,66404715-c105-41b6-82a5-1f263ce22fd0,perf-agui-6.3,,,,
6.4,n6,T4,multi_faceted,,,kpi_calculate_tool,,False,31759.4,585.7,46466.3,,,,,,3772,66404715-c105-41b6-82a5-1f263ce22fd0,perf-agui-6.4,,,,
6.5,n6,T4,multi_faceted,,,e2i_data_query_tool,,False,2016.2,565.9,33622.8,,,,,,3694,66404715-c105-41b6-82a5-1f263ce22fd0,perf-agui-6.5,,,,
A.1,a1,T6,greeting,,,,,False,2236.0,511.8,4963.2,,,,,,558,20deff3e-0bec-400e-a0a7-0ea7cd0697bf,perf-agui-A.1,,,,
A.2a,a2,T6,help,,,,,False,1803.9,654.8,9656.5,,,,,,1952,56720e1b-b3fc-43b8-97bc-dca1dc8ddc1f,perf-agui-A.2a,,,,
A.2b,a2,T6,help,,,e2i_data_query_tool,,False,5439.1,449.3,14105.7,,,,,,1820,56720e1b-b3fc-43b8-97bc-dca1dc8ddc1f,perf-agui-A.2b,,,,
A.3,a3,T6,kpi_query,,,kpi_calculate_tool,,False,4797.5,474.9,7135.4,,,,,,361,b48ea5a1-1846-4caa-9cc0-312d325ccf57,perf-agui-A.3,,,,
A.4,a4,T6,kpi_query,,,kpi_calculate_tool,,False,5838.7,598.0,9122.8,,,,,,649,f560aaf8-dc77-4b46-b02d-32cf313758e3,perf-agui-A.4,,,,
A.5,a5,T6,clarification,,,,,False,2075.6,512.2,3964.2,,,,,,360,c70f0f36-afc9-4f5c-a2b7-13667649ea63,perf-agui-A.5,,,,
A.6,a6,T6,help,,,,,False,3399.4,439.1,8244.0,,,,,,1044,0b211cfd-ec42-4942-819a-eadf3ea8237e,perf-agui-A.6,,,,
A.8-cold,a8,T2,kpi_query,,,kpi_calculate_tool,,False,4967.6,445.8,8389.1,,,,,,567,a9fa45ee-741a-497e-99ce-97ee18633303,perf-agui-A.8-cold,,,,
A.8-warm,a8,T5,kpi_query,,,kpi_calculate_tool,,False,4859.5,419.2,7745.8,,,,,,477,a9fa45ee-741a-497e-99ce-97ee18633303,perf-agui-A.8-warm,,,,
A.9-seed,a9,T3,causal_analysis,,,kpi_calculate_tool,,False,7420.4,487.9,18911.2,,,,,,2697,4a4e139f-0ce1-4381-b736-d011540d00bf,perf-agui-A.9-seed,,,,
A.9-followup,a9,T5,causal_analysis,,,clinical_context_tool,,False,26618.1,476.4,38605.7,,,,,,2607,4a4e139f-0ce1-4381-b736-d011540d00bf,perf-agui-A.9-followup,,,,
A.10,a10,T6,multi_faceted,,,causal_analysis_tool,,False,14759.5,454.6,38597.1,,,,,,5365,2a412d70-7289-4e92-8616-499a2b3338a7,perf-agui-A.10,,,,
