question_id,session,tier,intent_expected,intent_actual,routing_pattern,agents_dispatched,routed_agent,orchestrator_used,ttfb_ms,first_progress_ms,total_ms,classification_latency_ms,used_llm_layer,execution_time_ms,intent_confidence,response_confidence,response_chars,session_id,request_id,error,answer_correct,suggestion_pills_relevant,notes
2.4,n2,T3,causal_analysis,causal_analysis,CLARIFICATION_NEEDED,causal_impact|explainer,causal_impact,True,35851.1,,35897.3,0.7429122924804688,False,35390.17,0.98,0.0,586,46d40f52-39ac-4b79-b3a4-1f1292059a00~36094300-5c91-48a3-9d4c-60c15fcf47be,perf-shadow-2.4,,,,
2.5,n2,T3,recommendation,recommendation,CLARIFICATION_NEEDED,gap_analyzer,gap_analyzer,True,20326.2,,20365.8,0.6048679351806641,False,19893.54,0.93,0.0,486,46d40f52-39ac-4b79-b3a4-1f1292059a00~36094300-5c91-48a3-9d4c-60c15fcf47be,perf-shadow-2.5,,,,
2.6,n2,T3,recommendation,recommendation,SINGLE_AGENT,resource_optimizer,resource_optimizer,True,19024.0,,19083.3,0.7274150848388672,False,18560.65,0.97,0.0,660,46d40f52-39ac-4b79-b3a4-1f1292059a00~36094300-5c91-48a3-9d4c-60c15fcf47be,perf-shadow-2.6,,,,
2.7,n2,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,31924.9,,31966.8,0.6506443023681641,False,31189.67,0.97,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~36094300-5c91-48a3-9d4c-60c15fcf47be,perf-shadow-2.7,,,,
3.1,n3,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,cohort_profiler,cohort_profiler,True,21846.7,,21924.0,0.4143714904785156,False,21394.99,0.96,0.9,1624,46d40f52-39ac-4b79-b3a4-1f1292059a00~e20af912-bf2f-473f-938e-2aaa672bfa9e,perf-shadow-3.1,,,,
3.2,n3,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,12755.1,,12804.1,0.6422996520996094,False,12228.33,0.99,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~e20af912-bf2f-473f-938e-2aaa672bfa9e,perf-shadow-3.2,,,,
3.3,n3,T3,prediction,recommendation,CLARIFICATION_NEEDED,heterogeneous_optimizer|gap_analyzer|prediction_synthesizer,heterogeneous_optimizer,True,34240.5,,34281.1,0.6825923919677734,False,33782.44,0.88,0.0,1370,46d40f52-39ac-4b79-b3a4-1f1292059a00~e20af912-bf2f-473f-938e-2aaa672bfa9e,perf-shadow-3.3,,,,
3.4,n3,T3-T4,recommendation,recommendation,CLARIFICATION_NEEDED,experiment_designer,experiment_designer,True,106784.2,,106902.3,0.9531974792480469,False,106277.24,0.91,0.0,164,46d40f52-39ac-4b79-b3a4-1f1292059a00~e20af912-bf2f-473f-938e-2aaa672bfa9e,perf-shadow-3.4,,,,
3.5,n3,T5,recommendation,search,CLARIFICATION_NEEDED,experiment_designer|prediction_synthesizer,experiment_designer,True,68852.8,,69051.5,0.6723403930664062,False,68430.51,0.88,0.0,661,46d40f52-39ac-4b79-b3a4-1f1292059a00~e20af912-bf2f-473f-938e-2aaa672bfa9e,perf-shadow-3.5,,,,
3.6,n3,T3,recommendation,recommendation,SINGLE_AGENT,experiment_designer|gap_analyzer,experiment_designer,True,89155.7,,89278.8,0.7777214050292969,False,88683.99,0.93,0.0,584,46d40f52-39ac-4b79-b3a4-1f1292059a00~e20af912-bf2f-473f-938e-2aaa672bfa9e,perf-shadow-3.6,,,,
4.1,n4,T3,search,search,PARALLEL_DELEGATION,cohort_profiler,cohort_profiler,True,28732.6,,28778.5,0.7016658782958984,False,28372.62,0.93,0.9,1624,46d40f52-39ac-4b79-b3a4-1f1292059a00~bcfb996c-37e8-43db-976a-2327db8b4243,perf-shadow-4.1,,,,
4.2,n4,T3,search,recommendation,PARALLEL_DELEGATION,cohort_profiler,cohort_profiler,True,28402.7,,28439.9,0.8289813995361328,False,27985.58,0.88,0.9,1624,46d40f52-39ac-4b79-b3a4-1f1292059a00~bcfb996c-37e8-43db-976a-2327db8b4243,perf-shadow-4.2,,,,
4.3,n4,T4,multi_faceted,recommendation,CLARIFICATION_NEEDED,heterogeneous_optimizer|gap_analyzer,heterogeneous_optimizer,True,36064.9,,36110.9,1.3997554779052734,False,35662.16,0.78,0.0,918,46d40f52-39ac-4b79-b3a4-1f1292059a00~bcfb996c-37e8-43db-976a-2327db8b4243,perf-shadow-4.3,,,,
4.4,n4,T3,causal_analysis,causal_analysis,PARALLEL_DELEGATION,heterogeneous_optimizer|gap_analyzer,heterogeneous_optimizer,True,28554.9,,28614.6,0.47659873962402344,False,28195.21,0.88,0.0,918,46d40f52-39ac-4b79-b3a4-1f1292059a00~bcfb996c-37e8-43db-976a-2327db8b4243,perf-shadow-4.4,,,,
4.5,n4,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,35412.1,,35450.1,0.6823539733886719,False,34941.36,0.98,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~bcfb996c-37e8-43db-976a-2327db8b4243,perf-shadow-4.5,,,,
4.6,n4,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,34444.6,,34497.4,0.8652210235595703,False,33950.75,0.98,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~bcfb996c-37e8-43db-976a-2327db8b4243,perf-shadow-4.6,,,,
4.7,n4,T3,causal_analysis,causal_analysis,CLARIFICATION_NEEDED,explainer,explainer,True,37132.6,,37220.1,0.8406639099121094,False,36686.62,0.96,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~bcfb996c-37e8-43db-976a-2327db8b4243,perf-shadow-4.7,,,,
5.1,n5,T2-T3,agent_status,,,,,,,,12659.0,,,,,,0,46d40f52-39ac-4b79-b3a4-1f1292059a00~2837afde-d66c-4d10-b77d-7d41fea95c93,perf-shadow-5.1,An internal error occurred while processing your request. Please try again.,,,
5.2,n5,T1,agent_status,,,,,,,,20170.7,,,,,,0,46d40f52-39ac-4b79-b3a4-1f1292059a00~2837afde-d66c-4d10-b77d-7d41fea95c93,perf-shadow-5.2,An internal error occurred while processing your request. Please try again.,,,
5.3,n5,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,24498.3,,24534.5,0.6542205810546875,False,24090.26,0.94,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~2837afde-d66c-4d10-b77d-7d41fea95c93,perf-shadow-5.3,,,,
5.4,n5,T3,kpi_query,search,PARALLEL_DELEGATION,drift_monitor,drift_monitor,True,24628.3,,24677.7,0.7257461547851562,False,24200.4,0.88,0.0,416,46d40f52-39ac-4b79-b3a4-1f1292059a00~2837afde-d66c-4d10-b77d-7d41fea95c93,perf-shadow-5.4,,,,
5.5,n5,T3,causal_analysis,causal_analysis,PARALLEL_DELEGATION,heterogeneous_optimizer|gap_analyzer|prediction_synthesizer,heterogeneous_optimizer,True,18870.8,,18915.2,0.6620883941650391,False,18467.57,0.95,0.0,1370,46d40f52-39ac-4b79-b3a4-1f1292059a00~2837afde-d66c-4d10-b77d-7d41fea95c93,perf-shadow-5.5,,,,
5.6,n5,T1,general,general,,,heterogeneous_optimizer,False,33747.2,,33780.9,,,33337.11,0.93,,2689,46d40f52-39ac-4b79-b3a4-1f1292059a00~2837afde-d66c-4d10-b77d-7d41fea95c93,perf-shadow-5.6,,,,
5.7,n5,T3,causal_analysis,causal_analysis,PARALLEL_DELEGATION,explainer,explainer,True,40106.9,,40151.2,0.8687973022460938,False,39666.18,0.98,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~2837afde-d66c-4d10-b77d-7d41fea95c93,perf-shadow-5.7,,,,
6.1,n6,T4,multi_faceted,multi_faceted,PARALLEL_DELEGATION,tool_composer,tool_composer,True,71924.0,,72035.1,0.9560585021972656,False,71515.04,0.99,0.0,136,46d40f52-39ac-4b79-b3a4-1f1292059a00~92d2561f-b062-4367-b09a-a772ec892d06,perf-shadow-6.1,,,,
6.2,n6,T4,multi_faceted,multi_faceted,TOOL_COMPOSER,drift_monitor|gap_analyzer,drift_monitor,True,18219.6,,18274.4,0.881195068359375,False,17806.65,0.96,0.0,791,46d40f52-39ac-4b79-b3a4-1f1292059a00~92d2561f-b062-4367-b09a-a772ec892d06,perf-shadow-6.2,,,,
6.3,n6,T4,multi_faceted,recommendation,CLARIFICATION_NEEDED,heterogeneous_optimizer|gap_analyzer|resource_optimizer,heterogeneous_optimizer,True,287817.0,,287916.2,1.0533332824707031,False,287458.43,0.94,0.0,1106,46d40f52-39ac-4b79-b3a4-1f1292059a00~92d2561f-b062-4367-b09a-a772ec892d06,perf-shadow-6.3,,,,
6.4,n6,T4,multi_faceted,multi_faceted,CLARIFICATION_NEEDED,explainer,explainer,True,35822.0,,35879.1,6.968975067138672,False,35364.7,0.98,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~92d2561f-b062-4367-b09a-a772ec892d06,perf-shadow-6.4,,,,
6.5,n6,T4,multi_faceted,multi_faceted,SINGLE_AGENT,prediction_synthesizer,prediction_synthesizer,True,34465.9,,34513.2,0.7824897766113281,False,34116.93,0.94,0.0,563,46d40f52-39ac-4b79-b3a4-1f1292059a00~92d2561f-b062-4367-b09a-a772ec892d06,perf-shadow-6.5,,,,
A.1,a1,T6,greeting,,,,,,,,10918.1,,,,,,0,46d40f52-39ac-4b79-b3a4-1f1292059a00~63961453-289e-41f4-8560-05919ef3ff8b,perf-shadow-A.1,An internal error occurred while processing your request. Please try again.,,,
A.2a,a2,T6,help,,,,,,,,27239.3,,,,,,0,46d40f52-39ac-4b79-b3a4-1f1292059a00~7e6f0bac-10ae-4dcf-a040-bd31154dfdb3,perf-shadow-A.2a,An internal error occurred while processing your request. Please try again.,,,
A.2b,a2,T6,help,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,14160.7,,14205.8,1.0516643524169922,False,13705.67,0.98,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~7e6f0bac-10ae-4dcf-a040-bd31154dfdb3,perf-shadow-A.2b,,,,
A.3,a3,T6,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,13063.1,,13116.1,0.6613731384277344,False,12661.18,0.99,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~132ef3f4-90fa-4b89-923c-84a3975a40e9,perf-shadow-A.3,,,,
A.4,a4,T6,kpi_query,kpi_query,SINGLE_AGENT,explainer,explainer,True,13851.6,,13893.9,0.7231235504150391,False,13427.81,0.98,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~b60554f3-79ab-4586-9cfd-0a07020e0be5,perf-shadow-A.4,,,,
A.5,a5,T6,clarification,causal_analysis,SINGLE_AGENT,causal_impact|explainer,causal_impact,True,42231.6,,42278.3,0.7050037384033203,False,41788.82,0.9,0.0,586,46d40f52-39ac-4b79-b3a4-1f1292059a00~217213a3-75c0-4015-afe2-cee4b7916026,perf-shadow-A.5,,,,
A.6,a6,T6,help,general,,,explainer,False,27447.1,,27535.2,,,26313.38,0.96,,626,46d40f52-39ac-4b79-b3a4-1f1292059a00~d0eb2463-ce60-4c14-bb4f-3a46725403d2,perf-shadow-A.6,,,,
A.8-cold,a8,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,13286.9,,13336.1,0.6024837493896484,False,12823.06,0.99,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~f2be01ad-0381-4a68-aa21-65fc44757cc6,perf-shadow-A.8-cold,,,,
A.8-warm,a8,T5,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,6705.9,,6755.2,0.667572021484375,False,6307.31,0.99,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~f2be01ad-0381-4a68-aa21-65fc44757cc6,perf-shadow-A.8-warm,,,,
A.9-seed,a9,T3,causal_analysis,causal_analysis,SINGLE_AGENT,causal_impact|explainer,causal_impact,True,14075.9,,14110.4,0.6382465362548828,False,13629.27,0.99,0.0,586,46d40f52-39ac-4b79-b3a4-1f1292059a00~33d05aef-0bea-47a7-9148-46609a699ecc,perf-shadow-A.9-seed,,,,
A.9-followup,a9,T5,causal_analysis,causal_analysis,SINGLE_AGENT,explainer,explainer,True,29159.2,,29224.9,0.6437301635742188,False,28760.12,0.78,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~33d05aef-0bea-47a7-9148-46609a699ecc,perf-shadow-A.9-followup,,,,
A.10,a10,T6,multi_faceted,multi_faceted,PARALLEL_DELEGATION,cohort_profiler|experiment_designer,cohort_profiler,True,117405.0,,117508.0,1.5757083892822266,False,117019.73,0.99,0.9,1980,46d40f52-39ac-4b79-b3a4-1f1292059a00~d2ea117a-7bac-4084-9aa5-0088fecff573,perf-shadow-A.10,,,,
